content,score,label
"bagus, cuman kalo ngasih iklan ngotak dikit lah masa baru nyalain 1 lagu muncul iklan 1 lagu lagi muncul lagi terus jangan dibatesin lah kalo muter lagu ya bebas nyalain lagu berapa kali",3,netral
boikot spotify,1,negatif
bagus baengt,5,positif
saya suka lagu di sini jadi saya hafal semua nya,5,positif
"Ga asik, maksa bet buat premium",1,negatif
bagussssss banget,5,positif
kikirnya udah bisa nyaingin tuan krab,1,negatif
"APK kikir iklan nya itu loh sampe 4 kali dengerin musik baru satu musik dah Iklan 4 kali,gua tau kalau gada iklan harus bayar tapi ayok lah iklan nya sampe 4 kali loh kalau 2 kali masih oke lah",2,negatif
"ini knp ya apa efek keseringan pilih lagu buat di dengerin? , tiba² mau milih lagu suruh bayar premium.. Gara² ini saya gabisa leluasa milih lagu buat di dengerin🙏",1,negatif
"aplikasinya bagus aku suka,kalo mau dengerin lagu jadi lebih gampang dan ada banyak fiturnya, terus lagunya juga lengkap. itu aja sii dari aku",5,positif
bagusssssss,5,positif
"kebelet haji jirla, fitur download bebayar, cih",1,negatif
pokonya dari saya sumpah bagus banget,5,positif
good job,5,positif
aplikasi sampah kebanyakan iklan 👎👎👎,1,negatif
serius tidak bisa pilih lagu sendiri harus premium?,1,negatif
seru,5,positif
jelek bgt apk nya unins aj,1,negatif
bagus sekali,5,positif
"singkat saja, apk nya bagus, cuma iklan nya aja, terus masa harus premium cuma buat dengerin musik tanpa batas",4,positif
Iklan Makin Lama Makin Banyak Aja,1,negatif
"apl memang sudah bagus tapi yg bener lah,, masa' orang baru nyetel satu lagu yg durasinya gak nyampe 5 mnt aja udah ikan 3 lama pula,, pas mau nyetel satu lagi malah disuruh bayar,, apalah.",2,negatif
MAKIN KIKIR ANJG MASA PILIH LAGU AJA HARUS PREMIUM,1,negatif
"menurut aku kebanyakan iklan,walaupun disini promosinya premium,tp masa iya setiap satu lagu 4 iklan😙✌🏻",3,netral
iklan mulu 3 lagu 4 iklan mana lama lagi 30 dtk an per iklan,1,negatif
boiiikot!!!,1,negatif
"Maaf. Tapi Spotify emang MASIH KALAH JAUH kalo dibandingin dengan YouTube Music. Di Spotify banyak koleksi lagu-lagunya yang kurang lengkap. Ada beberapa lagu-lagu langka, dan ga populer, tapi padahal sebenernya lagu-lagu itu enak ( alias underrated ), dan aku nyari di YouTube Music masih bisa ketemu. SEMENTARA DI SPOTIFY TIDAK ADA SAMA SEKALI. KOLEKSI LAGU DI SPOTIFY TIDAK LENGKAP",1,negatif
keren,5,positif
mantab,5,positif
semua lagu ada lah sampai bingung pilih mana,5,positif
aplikasi kikir,1,negatif
"iklan malah ngelunjak jadi 4 tadinya 3 sialan gw player gratisan jadi kesel sama iklan 4, sekalian aja bulan depan 100 iklan gausah dengerin musik biar gaada download sportify lagi",1,negatif
mantap,3,netral
spam iklan,1,negatif
banyak loading,1,negatif
bagus,4,positif
udah bagus fiturnya tapi makin pelit masa iya ikan 2-3 baru juga 1 lagu di stel iklan lagi dan di batasi lagi pemutaran lagu favorit,3,netral
"aku suka sama Spotify, karena ada lagu2 favorite aku! seperti : sekecewa itu,stecu,orng baru lebih gacor, dll👉👈😝😜🤪🤞🙏🎊🎉❤️❤️❤️🤝🤝🤝🤝❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ I LOVE YOU SPOTIFY",5,positif
"saran gue, hilangin iklannya tnp hrs premium.",2,negatif
yakin sih lagunya pada bagus2,5,positif
"waktu awal2 spotify, masih bisa dengerin offline. Sekarang malah kudu premium. Kocak parah ini sih 🤣🤣",5,positif
bagus bangett,5,positif
baru pertama kali pakek aku jdi suka suka aja trus aku suka musik jga,5,positif
bagus.,5,positif
saya sangat suka dengan aplikasi ini. karena saya dapat menikmati berbagai jenis musik,5,positif
tolong iklan nya aga di kurangi,4,positif
bagus cuma iklan nya saja yang banyak kalau tidak pakai premium,5,positif
😢😢😢,1,negatif
lagu nya enak banget,5,positif
bangus untung dengar lagu,5,positif
jualan iklan,1,negatif
boikot spotiy,1,negatif
wallahu ternyata yg saya pakai selama ini membunuh saudara saya,1,negatif
"apknya sih udh bagus. lagunya lengkap, fiturnya juga oke. tapi kebanyakan iklan dan lama pula. Sekarang, aku gak bisa putar lagu di apk ini, setiap mencet lagu yang mau aku putar langsung keluar dari aplikasinya, aku pikir ini tuh bug jadi aku mencoba segala cara tapi tidak berhasil. mohon bantuannya.",3,netral
good,5,positif
"ya bisa dibilang bagus banget lah, cuma makin lama iklannya makin makin🥰",4,positif
I love this app❤️,5,positif
"sayaa sangat sukaa, saya bisaa mendengarkan semua lagu yang saya ingin dengar!!!",5,positif
aplikasi ini sangat berguna untuk memutar lagu lagu yg asik dan seru 👍,5,positif
"udah bagus apk nya, tapi tolong iklan nya jangan banyak"" dan lumayan lama",5,positif
apk kikir bgt jing,1,negatif
bu bnget ini apk mpruyyyy,1,negatif
"Aplikasi kikir. 2 lagu = 4 iklan, besok sekalian aja 1 lagu = 10 iklan biar gk usah dengerin lagu, tpi dengerin iklan.",1,negatif
Spotify kikir anj iklan lu noh kurang kurangin,2,negatif
❤️,5,positif
ga bisa bedain offline sama online jelas jelas wifi nyala malah di bilang kamu sedang offline begi,2,negatif
"iklannya banyak bet cok, bukan 1 atau 2 tapi sampe 3/4 iklan jir. ini Spotify lagi kebelet naik haji apa gimana dah",1,negatif
bagus kalau lagi galau main game pakai lagu di spotify behh serasa jadi proplayer,5,positif
.mantap,5,positif
mantappp,5,positif
Karena bisa berlatih nyanyi,5,positif
sᴇʀᴜ ᴡᴀʟᴀᴜ ᴀᴅᴀ ɪᴋʟᴀɴ ᴛᴀᴘɪ ʀᴇᴋᴏᴍᴇɴ sɪ ʏᴀɴɢ ᴍᴀᴜ ᴅᴇɴɢᴇʀ ʟᴀɢᴜ,5,positif
seruh sekali dan enak di dengar semua lagu ada di sini,5,positif
"Sya ingin scptny d apk spotify versi terbaru ada fitur tambahkan email nomor telepon, nama pengguna & ubah nomor hp, email, nama pengguna sama terintegrasi langsung semua fiturny dengan Super Agentic AI yang super lebih canggih banget fitur penelusaran lagu+Song ID dengan Fitur Unduh Langsung ​Pernah dengar lagu di kafe tapi tidak tahu judulny? Fitur dsmua seri samsung galaxy ​Kecanggihanny: Stelah brhasil mengidentifikasi lagu yang sedang diputar di sekitarmu, kamu bisa langsung mengunduhnya ke",5,positif
sangat bagus,5,positif
bagus,5,positif
"kikir, setiap pencet lagu iklan setiap pencet lagu iklan lagi pernah iklan nya ampe 4",3,netral
"apk kikir,iklan ga ada otak",5,positif
KAKEAN IKLAN DLOGOKKK,1,negatif
"apk kikir, mau redup sendiri atau gw redupin.",1,negatif
baguss bangett,5,positif
dlu bagus sebelum ada milih lagu di Batasin skip d Batasin iklan banyak banget skrng harus premium haduh agar gaada semua itu,1,negatif
apk kikir,1,negatif
"sngaja kasih bintang 5 biar di pling atas. apk kikir, skrang iklan 3 sama aja kaya gua dengerin lagu. iizinn ya min, soalnya jadi bosen min, mksi (masukan)",5,positif
bagus banyak lagu,5,positif
kebanyakan iklan,1,negatif
aplikasi bagus but iklannya banyak bgt plss..,2,negatif
enak disambil kerja suara ok,5,positif
kikir bet dibatasi semua mau beli premium harga nya mahal bgt,5,positif
aplikasi ini muantap kalo sambil main game😎👍,5,positif
"tambah kesini, tambah berbayar. males",1,negatif
bokiot aja apknya aelah,1,negatif
"nggak jelas. lagi fokus muterin lagu satu album, lagu selanjutnya malah yang muncul lagu artis lain mulu",2,negatif
berguna bgt,5,positif
Top Global....,5,positif
👍🏻,1,negatif
bgus bgt,5,positif
"sangat bagus, dn baik untuk direkomendasikan utk keluarga dan teman",5,positif
"iklan lu ga asik sumpah, kadang ga nyambung",3,netral
"lagunya udah bagus semua, tapi iklannya itu loh, nunggunya lama banget, ngga bisa di skip lagi, habis itu iklannya ada 4, kurang suka kalo pas lagi dengerin enak enak tiba tiba ada iklan begituann terus menerus",3,netral
boikot,1,negatif
"banyak banget iklannya, kenapa ngga jadi apk spoiklan aja tambahin 10 iklan durasi 1 jam satu iklan",1,negatif
aplikasi yang bagus dan menyenangkan untuk memutar lagu,5,positif
mantap,5,positif
mantap,5,positif
menghibur saat dlm perjalanan,5,positif
"BOIKOT BOIKOT BOIKOT BOYCOTT BOYCOTT BOYCOTT DEMI APA KECEWA BANGET SAMA SPOTIFY, PERGI JAUH². SEMOGA CEPET KE BANNED. I am really disappointed because of this boycott. I hope it will be banned quickly. SHOOH SHOOH.",1,negatif
soal nya dia tuh kyak berguna bngt buat aku karna kalau aku gbut aku bisa denger lagu disini,5,positif
bagus sekali tapi memak sa supaya premium,3,netral
bagus,5,positif
aplikasi yang sangat bagus,3,netral
"apaan bgt sih ni apl baru satu lagu tiba tiba iklan, pdhl di dlm playlist. kikir bgt ni apl sumpah.",1,negatif
banyak iklan,1,negatif
"dikit"" kelimit, males beanget, mending uninstall aja, ganti apk lain masi banyak yg lebih bagus.",1,negatif
bantu main game dan waktu kosong,5,positif
"aplikasi ini sangat seru...,karna saya suka lagu galau",5,positif
lagu 2 kali iklannya 4 kali hadeh,1,negatif
bagusss lahhh yng penting jngn bayar,5,positif
",aplikasi ini sangat lah berguna saya beri bintang 5",5,positif
kikir,1,negatif
"sekrg iklan nya banyat bet buset bisa ampe 3-6, kikir bet",1,negatif
kece,5,positif
bagus banget buat dengerin lagu lagu favorit tapi kenapa punya ku tiba tiba nggak bisa diputar yaa terpaksa ku uinstal deh,4,positif
asik,5,positif
"awal pake fine aja si tp kok sekarang lagunya gk bisa d ganti sama sekali bener"" harus premium baru bisa di ganti. terus iklannya makin banyak 1 menit sendiri gila😭",1,negatif
"Spotify lapar? 2 lagi lanjut iklan 4 biji iya tau gratis tapi gak gitu juga dong,udah gak bisa shuffle pilih lagu di batasi oke gpp tapi iklan sampe 4 dengan iklan yang gak relevan",1,negatif
bagus playlistnya terurut,5,positif
Bagus,5,positif
"kebanyakan iklan. Okelah ada iklan, tapi ga sebanyak itu juga, panjang panjang lagi durasi nya, gabisa di skip, dulu cuma 1, sekarang 3, setiap milih lagu baru, iklan, berganti otomatis ke lagu bru tanpa ku pilih, iklan, dan dulu ga sesering itu iklan nya muncul ""wajar lah ga premium"" bukan gitu, dulu aku enjoy aja make ini app walau iklan, sekarang lebih banyakk iklannn aduuh gitulah pokoknya, makasih🙏🏻",2,negatif
selalu temani kerja,5,positif
wow,5,positif
"apk nya bagus lah, cuma kenapa makin kesini makin ga wajar ya? masa mau dengerin lagu gabisa bebas. dan dari 6 hari lalu smpai saat ini masih terbatas, gabisa sama sekali. aku gatau ya ini bug atau emng dari sananya kayak gini, cuma tolongg ya dibenarkan dan jangan kikir. pas aku masuk ke apk spofitynya selalu ada tawaran premium. ga cuma sekali 2 kali, tapi beberapa kali. jadi kayak maksa gitu loh. sekali lagi tolong ya jangan kikir.",4,positif
aplikasi musik ❎ aplikasi iklan ✅,1,negatif
good,5,positif
pokoknya asyk lah...,5,positif
kikir iklan 4x te bisa milihan lagu sorangan bagi premium dong bang,1,negatif
lagunya bagus kualitas terbaik,5,positif
kualitas sound musik paling bagus dan baik,5,positif
"Apk nya best jujur. Best kalo premium. Sayangnya kalo gratisan kikirnya kerasa bgt, masa sekedar skip lagu aja dibatasin cuma 6 kali. Kalo buat user gratisan ga rekomen sih, tapi klo ada duit, mantep bgt.",3,netral
"apaan banget nyetel 1 LAGU IKLANNYA ADA 4, begitu aja terus, di batasi juga pemutarannya. JELEK nih apk KEBANYAKAN IKLAN, dulu dulu prasaan ga gitu",1,negatif
bagus,4,positif
good,5,positif
banyak iklan,1,negatif
iklan terlalu banyak,1,negatif
1. iklan makin banyak dan sering 2. boikot.,1,negatif
iklanya kurang banyak ya?wkwk👎🏻,2,negatif
"kebanyakan iklan, kikir, ribet, 11 12 sama Barcelona",1,negatif
makin kesini makin kebanyakan iklan,1,negatif
ni aplikasi bagus mines iklan banyak bener 😭😭,4,positif
Masi ada iklannya tp gapapaa,4,positif
nih apk makin makin njir. lama kelamaan dah kek capcut 🗿,1,negatif
teman terbaik ku,5,positif
"Lagi knp dhaaa, ko gbs login",1,negatif
iklan jangan keseringan mana pabjang lagi kikir banget jadi developer,2,negatif
sumpah ini apk musik terbagus seratus buat sportify,5,positif
"suka bgt sama Spotify, ga ribet aplikasinya",5,positif
mahal bgt 79 rebu buat satu bulan cik,1,negatif
aplikasi yang sangat bagus. 👍👍👍,5,positif
gaa suka banyak iklan nya 2 lagu 4 iklan,1,negatif
banyak iklan,1,negatif
"DEVELOPER KIKIR,NI APLIKASI ISINYA 90% IKLAN,GANTI/PILIH LAGU AJA HARUS DI LIMIT!!??LIKE BRUH,LU KEBELET HAJI ATO GIMANA!??",1,negatif
"makin lama makin kikir nih spotify 2 lagu iklan yg lewat 4, mana kalo prem makin mahal😭",1,negatif
bad,1,negatif
oke,5,positif
"Jelek, banyak iklannya",1,negatif
"Hama rakus, iklan terus menerus.. mau muter lagu yang pengen diputer aja cuman sekali dalam sehari gila gimana mau enjoy!!!!",1,negatif
sangattt baguss buattt naikin mooddddd,5,positif
mantapp,4,positif
DULU WAKTU DENGERIN MUSIK DI SINI TU JARANG BANGET LAH IKLAN. TAPI SEKARANG IKLAN NYA JADI BANYAK! BARU DENGERIN 3 LAGU LANGSUNG MUNCUL 3-4 IKLAN,2,negatif
"iklannya banyak, udh gtu iklannya sering bngt mau milih premium tpi mahal banget... gila gila",1,negatif
bagus,5,positif
"aplikasi babi iklan Mulu ,orang kasi iklan 1 ini sampe 4 iklan dalam satu putaran",1,negatif
boikot,1,negatif
nah udh bagus s3karang makasi minn,5,positif
kebanyakan iklan.......,2,negatif
ok sangat baik dan benar bagus,3,netral
top,5,positif
"bikin aplikasi nyusahin orang mau batalin langganan aja harus ke web,udah susah lagi buka webnya,gagal jaringan terus pdhal jaringan bagus lancar aplikasi ga jelas lu duit doang di pikirin kenyamanan pengguna ga di pikirin,kikir lu!!!",1,negatif
BOIKOTTTTT,1,negatif
banyak bug nya tolong dong 🤯,1,negatif
iklan nya banyak banget,1,negatif
jelekkkkkkk,1,negatif
kecewa,1,negatif
bagus banget,5,positif
"aplikasinya bagus tapi iklannya itu lo yang ganggu 😭😭 dulu iklannya 3 aja dah bosen dengerin mana iklannya itu² doang apalgi sekarang iklannya 4 rasanya mau😠😠, plis iklannya kurangi dikit 😊😊",3,netral
"yaaapsss sama seperti komen' yg di bawah,bagus bgt apk nya tapi minus nya iklannya sampe 2 menitan😭",5,positif
"iklan lu kurangin, laper bgt lu spotify",1,negatif
iklan banyak,1,negatif
"Iklan nya sampah banget, bisa 3/4 iklan sekaligus, baru selesai 1 lagu iklan, 2 lagu kemudian iklan lagi, ganggu banget padahal dulu cuma 1/2 iklan tapi sekarang banyak banget, payah",1,negatif
nice,5,positif
aplikasi banyak iklan,1,negatif
"bagus buat dengerin lagu""",5,positif
"nice lagunya , cuman banyak bgt iklannya",4,positif
"iklan banyak, terus mahal x premiumnya 😭",1,negatif
terlalu kikir,1,negatif
Bagus udh gitu aja,1,negatif
👍🏼👍🏼,5,positif
mantap dan bagus,5,positif
"gak tau ah, terlalu banyak iklannya. Yudha segitu aja makasih,",1,negatif
banyak iklan,1,negatif
terlalu banyak iklan,2,negatif
mantap,5,positif
apk kikir,1,negatif
kebanyakan iklan menganggu kenyamanan,1,negatif
👍👍,5,positif
"apk kikir, apa apaan 2 lagu 3 iklan",1,negatif
"terimakasih spotify untuk iklannya. Biasa 2, sekarang 4. HA.HA.HA",3,netral
saya tidak suka apk ini gara² aku gak bisa miling musik sendiri gara gara di suruh beli premium malas bintang 1 boikot aj,1,negatif
waw,5,positif
kebanyakan iklan,1,negatif
"mentang mentang gratisan iklannya kaga ngotak. maksa beli premium Mulu. kadang iklannya bisa sampe 5x. hadeh, ini mau dengerin lagu atau mau dengerin iklan? orang mau nyantai malah kesel jadinya. walaupun gratisan minimal iklannya tuh yang ngotak dikit gitu. jadi orang kaga enjoy dengerin lagu buat pengguna gratisan. tolong di perbaiki.",1,negatif
jelek.,1,negatif
lengkap,5,positif
aku suka! bisa mendengarkan lagu secara free tapi kadang juga iklan sihh tapi itu sangat menyebalkan tapi gapapa kok aku kasih bintang 5 ⭐⭐⭐⭐⭐,5,positif
bagus banget lagunya,5,positif
terlalu banyak iklan spotify aku agak risihh,4,positif
banyak iklan +,1,negatif
yang gamau Ada iklan pake Spotify mod,5,positif
lovee deeehh,5,positif
bagus,5,positif
bisa dengerin banyak lagu,5,positif
"udala iklan bejibun,masih disuruh langganan lagi???kalo gak di donasikan untuk isriwil ,gue pasang tuh premium,masa cuma 6kali melewati,habis itu gak bisa pilih lagu sendiri,makin lama makin jahat ya lu",1,negatif
makin parah aja nih iklannya .. aplikasinya menjadi kurang bersahabat sekarang..#!?,3,netral
music nya bagus bagus😁😁😁😁😁😁😁😁😁😁😁😁,5,positif
Good,4,positif
1 domba 2 domba 3 iklan mulu kambing,1,negatif
boikot,1,negatif
"kebanyakan iklann,mau play iklan habis 2 lagu iklan mau pilih pilih lagu ada limit premium maual",1,negatif
"enak buat dengerin musik iklannya juga sedikit, rekomended",4,positif
bagus,4,positif
makin kesini iklan makin banyak,3,netral
boikot,1,negatif
"aku suka banget sama pilihan lagunya di spotify kita bisa pilih sesuai apa yg kita mau tapi minus nya iklan nya itu loh durasinya panjang, ya tapi sebenarnya itu ga masalah tapi jadi mengganggu lagi enak enaknya dengerin malah ada iklan. sebel jadi aku kasih bintang 4 dulu ya☺",4,positif
IKLAN MULU MAU NAIK HAJI ? (BERTANYA DENGAN NADA DROP D),1,negatif
"sumpah aplikasi ap ini iklan mulu, terus denger musik di batasin",1,negatif
kebanyakan iklan,3,netral
"keren, ini aplikasi pemutar musik terbaik bagi saya",5,positif
"bole la ni apk, meski banyakan iklan ny wkwkwk enak",5,positif
suara enak tinggal tingkatin lagi lagu lagunya ada yg ga ada di pencarian selebihnya bagus,5,positif
apk kikir,2,negatif
"keren deh, ada lirik dan bisa dengerin saat buka aplikasi lain meskipun kadang diselingi iklan",5,positif
kikir,1,negatif
aku suka,5,positif
kebanyakan iklann,1,negatif
cocok buat lagi santai tapi tolong yg gk gw suka ada premium,5,positif
aplikasinya cocok buat saya yang kalo tidur mendengarkan musik.,5,positif
